#note	type	output type	input types	op id	flags	width in	width out	code	tags	rating	code_custom[0]	code_custom[1]...
sse_relational	instruction	ssebool	uint8_t,uint8_t	GT_uint8_t		2	2	_mm_cmpgt_epi8($$arg1,$$arg2)	sse	10		
IO	instruction	bool		LD_bool	input	1	1	$$input	C,universal	10		
sse_IO	instruction	bool		LD_bool_byte	input	1	1	$$input	C,universal	10		
sse_IO	instruction	bool		LD_bool_vector	input	1	1	load_bool($$inputg)/*do some magic here now*/	C,universal	10		
sse_IO	instruction	bool		LD_bool_vector	input	32	32	$$input	C,universal	10		
sse_IO	instruction	bool		LD_bool_vector	input	128	128	_mm_loadu_si128((const __m128i*)&$$input)	sse,unalignedio	11		
sse_IO	instruction	bool		LD_bool_vector	input	128	128	_mm_load_si128((const __m128i*)&$$input)	sse,alignedio	10		
IO	instruction	double		LD_double	input	1	1	$$input	C,universal	10		
sse_IO	instruction	double		LD_double	input	2	2	_mm_loadu_pd(&$$input)	sse,unalignedio	11		
sse_IO	instruction	double		LD_double	input	2	2	_mm_load_pd(&$$input)	sse,alignedio	10		
sse_IO	instruction	double		LD_double	input	2	2		sse,shiftedio	10	$$type $$name = preload_$$basename;preload_$$basename = ($$type)_mm_load_pd((__m128i*)(&$$input + 2 - $$alignoffset % 2));$$name = _mm_alignr_epi8((__m128i)$$name, (__m128i)preload_$$basename, $$alignoffset % 2);	
sse_IO	instruction	double		LD_double	input	2	2		sse,preloadio	10	$$type preload_$$basename = _mm_load_pd(&$$input - $$alignoffset % 2);	
IO	instruction	float		LD_float	input	1	1	$$input	C,universal	10		
sse_IO	instruction	float		LD_float	input	4	4	_mm_loadu_ps(&$$input)	sse,unalignedio	11		
sse_IO	instruction	float		LD_float	input	4	4	_mm_load_ps(&$$input)	sse,alignedio	10		
sse_IO	instruction	float		LD_float	input	4	4		sse,shiftedio	10	$$type $$name = preload_$$basename;preload_$$basename = ($$type)_mm_load_ps((__m128i*)(&$$input + 4 - $$alignoffset % 4));$$name = _mm_alignr_epi8((__m128i)$$name, (__m128i)preload_$$basename, $$alignoffset % 4);	
sse_IO	instruction	float		LD_float	input	4	4		sse,preloadio	10	$$type preload_$$basename = _mm_load_ps(&$$input - $$alignoffset % 4);	
IO	instruction	int16_t		LD_int16_t	input	1	1	$$input	C,universal	10		
sse_IO	instruction	int16_t		LD_int16_t	input	8	8	_mm_loadu_si128((__m128i*)&$$input)	sse,unalignedio	11		
sse_IO	instruction	int16_t		LD_int16_t	input	8	8	_mm_load_si128((__m128i*)&$$input)	sse,alignedio	10		
sse_IO	instruction	int16_t		LD_int16_t	input	8	8		sse,shiftedio	10	$$type $$name = preload_$$basename;preload_$$basename = ($$type)_mm_load_si128((__m128i*)(&$$input + 8 - $$alignoffset % 8));$$name = _mm_alignr_epi8($$name, preload_$$basename, $$alignoffset % 8);	
sse_IO	instruction	int16_t		LD_int16_t	input	8	8		sse,preloadio	10	$$type preload_$$basename = _mm_load_si128((__m128i*)(&$$input - $$alignoffset % 8));	
IO	instruction	int32_t		LD_int32_t	input	1	1	$$input	C,universal	10		
sse_IO	instruction	int32_t		LD_int32_t	input	4	4	_mm_loadu_si128((__m128i*)&$$input)	sse,unalignedio	11		
sse_IO	instruction	int32_t		LD_int32_t	input	4	4	_mm_load_si128((__m128i*)&$$input)	sse,alignedio	10		
sse_IO	instruction	int32_t		LD_int32_t	input	4	4		sse,shiftedio	10	$$type $$name = preload_$$basename;preload_$$basename = ($$type)_mm_load_si128((__m128i*)(&$$input + 4 - $$alignoffset % 4));$$name = _mm_alignr_epi8($$name, preload_$$basename, $$alignoffset % 4);	
sse_IO	instruction	int32_t		LD_int32_t	input	4	4		sse,preloadio	10	$$type preload_$$basename = _mm_load_si128((__m128i*)(&$$input - $$alignoffset % 4));	
IO	instruction	int64_t		LD_int64_t	input	1	1	$$input	C,universal	10		
sse_IO	instruction	int64_t		LD_int64_t	input	2	2	_mm_loadu_si128((__m128i*)&$$input)	sse,unalignedio	11		
sse_IO	instruction	int64_t		LD_int64_t	input	2	2	_mm_load_si128((__m128i*)&$$input)	sse,alignedio	10		
sse_IO	instruction	int64_t		LD_int64_t	input	2	2		sse,shiftedio	10	$$type $$name = preload_$$basename;preload_$$basename = ($$type)_mm_load_si128((__m128i*)(&$$input + 2 - $$alignoffset % 2));$$name = _mm_alignr_epi8($$name, preload_$$basename, $$alignoffset % 2);	
sse_IO	instruction	int64_t		LD_int64_t	input	2	2		sse,preloadio	10	$$type preload_$$basename = _mm_load_si128((__m128i*)(&$$input - $$alignoffset % 2));	
IO	instruction	int8_t		LD_int8_t	input	1	1	$$input	C,universal	10		
sse_IO	instruction	int8_t		LD_int8_t	input	16	16	_mm_loadu_si128((__m128i*)&$$input)	sse,unalignedio	11		
sse_IO	instruction	int8_t		LD_int8_t	input	16	16	_mm_load_si128((__m128i*)&$$input)	sse,alignedio	10		
sse_IO	instruction	int8_t		LD_int8_t	input	16	16		sse,shiftedio	10	$$type $$name = preload_$$basename;preload_$$basename = ($$type)_mm_load_si128((__m128i*)(&$$input + 16 - $$alignoffset % 16));$$name = _mm_alignr_epi8($$name, preload_$$basename, $$alignoffset % 16);	
sse_IO	instruction	int8_t		LD_int8_t	input	16	16		sse,preloadio	10	$$type preload_$$basename = _mm_load_si128((__m128i*)(&$$input - $$alignoffset % 16));	
sse_IO	instruction	ssebool		LD_ssebool_byte	input	1	1	$$input	sse,universal	10		
sse_IO	instruction	ssebool		LD_ssebool_byte	input	16	16	_mm_loadu_si128((const __m128i*)&$$input)	sse,unalignedio	11		
sse_IO	instruction	ssebool		LD_ssebool_byte	input	16	16	_mm_load_si128((const __m128i*)&$$input)	sse,alignedio	10		
sse_IO	instruction	ssebool		LD_ssebool_byte	input	16	16		sse,shiftedio	10	$$type $$name = preload_$$basename;preload_$$basename = ($$type)_mm_load_si128((__m128i*)(&$$input + 16 - $$alignoffset % 16));$$name = _mm_alignr_epi8($$name,preload_$$basename,$$alignoffset % 16);	
sse_IO	instruction	ssebool		LD_ssebool_byte	input	16	16		sse,preloadio	10	$$type preload_$$basename = _mm_load_si128((const __m128i*)(((uint8_t*)&$$input) - $$alignoffset % $$n));	
IO	instruction	uint16_t		LD_uint16_t	input	1	1	$$input	C,universal	10		
sse_IO	instruction	uint16_t		LD_uint16_t	input	8	8	_mm_loadu_si128((__m128i*)&$$input)	sse,unalignedio	11		
sse_IO	instruction	uint16_t		LD_uint16_t	input	8	8	_mm_load_si128((__m128i*)&$$input)	sse,alignedio	10		
sse_IO	instruction	uint16_t		LD_uint16_t	input	8	8		sse,shiftedio	10	$$type $$name = preload_$$basename;preload_$$basename = ($$type)_mm_load_si128((__m128i*)(&$$input + 8 - $$alignoffset % 8));$$name = _mm_alignr_epi8($$name, preload_$$basename, $$alignoffset % 8);	
sse_IO	instruction	uint16_t		LD_uint16_t	input	8	8		sse,preloadio	10	$$type preload_$$basename = _mm_load_si128((__m128i*)(&$$input - $$alignoffset % 8));	
IO	instruction	uint32_t		LD_uint32_t	input	1	1	$$input	C,universal	10		
sse_IO	instruction	uint32_t		LD_uint32_t	input	4	4	_mm_loadu_si128((__m128i*)&$$input)	sse,unalignedio	11		
sse_IO	instruction	uint32_t		LD_uint32_t	input	4	4	_mm_load_si128((__m128i*)&$$input)	sse,alignedio	10		
sse_IO	instruction	uint32_t		LD_uint32_t	input	4	4		sse,shiftedio	10	$$type $$name = preload_$$basename;preload_$$basename = ($$type)_mm_load_si128((__m128i*)(&$$input + 4 - $$alignoffset % 4));$$name = _mm_alignr_epi8($$name, preload_$$basename, $$alignoffset % 4);	
sse_IO	instruction	uint32_t		LD_uint32_t	input	4	4		sse,preloadio	10	$$type preload_$$basename = _mm_load_si128((__m128i*)(&$$input - $$alignoffset % 4));	
IO	instruction	uint64_t		LD_uint64_t	input	1	1	$$input	C,universal	10		
sse_IO	instruction	uint64_t		LD_uint64_t	input	2	2	_mm_loadu_si128((__m128i*)&$$input)	sse,unalignedio	11		
sse_IO	instruction	uint64_t		LD_uint64_t	input	2	2	_mm_load_si128((__m128i*)&$$input)	sse,alignedio	10		
sse_IO	instruction	uint64_t		LD_uint64_t	input	2	2		sse,shiftedio	10	$$type $$name = preload_$$basename;preload_$$basename = ($$type)_mm_load_si128((__m128i*)(&$$input + 2 - $$alignoffset % 2));$$name = _mm_alignr_epi8($$name, preload_$$basename, $$alignoffset % 2);	
sse_IO	instruction	uint64_t		LD_uint64_t	input	2	2		sse,preloadio	10	$$type preload_$$basename = _mm_load_si128((__m128i*)(&$$input - $$alignoffset % 2));	
IO	instruction	uint8_t		LD_uint8_t	input	1	1	$$input	C,universal	10		
sse_IO	instruction	uint8_t		LD_uint8_t	input	16	16	_mm_loadu_si128((__m128i*)&$$input)	sse,unalignedio	11		
sse_IO	instruction	uint8_t		LD_uint8_t	input	16	16	_mm_load_si128((__m128i*)&$$input)	sse,alignedio	10		
sse_IO	instruction	uint8_t		LD_uint8_t	input	16	16		sse,shiftedio	10	$$type $$name = preload_$$basename;preload_$$basename = ($$type)_mm_load_si128((__m128i*)(&$$input + 16 - $$alignoffset % 16));$$name = _mm_alignr_epi8($$name, preload_$$basename, $$alignoffset % 16);	
sse_IO	instruction	uint8_t		LD_uint8_t	input	16	16		sse,preloadio	10	$$type preload_$$basename = _mm_load_si128((__m128i*)(&$$input - $$alignoffset % 16));	
logical	instruction	bool	bool,bool	LE_bool		1	1	$$arg1 <= $$arg2	C,universal	10		
sse_logical	instruction	bool	bool,bool	LE_bool		2	2	$$arg2 | (~($$arg1 ^ $$arg2))	C,universal	5		
sse_logical	instruction	bool	bool,bool	LE_bool		4	4	$$arg2 | (~($$arg1 ^ $$arg2))	C,universal	5		
sse_logical	instruction	bool	bool,bool	LE_bool		8	8	$$arg2 | (~($$arg1 ^ $$arg2))	C,universal	5		
sse_logical	instruction	bool	bool,bool	LE_bool		16	16	$$arg2 | (~($$arg1 ^ $$arg2))	C,universal	5		
sse_logical	instruction	bool	bool,bool	LE_bool		32	32	$$arg2 | (~($$arg1 ^ $$arg2))	C,universal	5		
sse_logical	instruction	bool	bool,bool	LE_bool		64	64	_mm_or_si128($$arg2, _mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),_mm_xor_si128($$arg1,$$arg2)))	sse,universal	5		
sse_logical	instruction	bool	bool,bool	LE_bool		128	128	_mm_or_si128($$arg2, _mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),_mm_xor_si128($$arg1,$$arg2)))	sse,universal	5		
relational	instruction	ssebool	double,double	LE_double		1	1	0xFF*($$arg1 <= $$arg2)	C,universal	10		
sse_relational	instruction	ssebool	double,double	LE_double		2	2	(__m128i)_mm_cmple_pd($$arg1,$$arg2)	sse,universal	10		
relational	instruction	ssebool	float,float	LE_float		1	1	0xFF*($$arg1 <= $$arg2)	C,universal	10		
sse_relational	instruction	ssebool	float,float	LE_float		4	4	(__m128i)_mm_cmple_ps($$arg1,$$arg2)	sse,universal	10		
sse_relational	instruction	ssebool	float,float	LE_float		2	2	(__m128i)_mm_cmple_ps($$arg1,$$arg2)	sse,universal	10		
relational	instruction	ssebool	int16_t,int16_t	LE_int16_t		1	1	0xFF*($$arg1 <= $$arg2)	C,universal	10		
sse_relational	instruction	ssebool	int16_t,int16_t	LE_int16_t		8	8	_mm_or_si128(_mm_cmpeq_epi16($$arg1,$$arg2),_mm_cmplt_epi16($$arg1,$$arg2))	sse	10		
sse_relational	instruction	ssebool	int16_t,int16_t	LE_int16_t		4	4	_mm_or_si128(_mm_cmpeq_epi16($$arg1,$$arg2),_mm_cmplt_epi16($$arg1,$$arg2))	sse	10		
sse_relational	instruction	ssebool	int16_t,int16_t	LE_int16_t		2	2	_mm_or_si128(_mm_cmpeq_epi16($$arg1,$$arg2),_mm_cmplt_epi16($$arg1,$$arg2))	sse	10		
relational	instruction	ssebool	int32_t,int32_t	LE_int32_t		1	1	0xFF*($$arg1 <= $$arg2)	C,universal	10		
sse_relational	instruction	ssebool	int32_t,int32_t	LE_int32_t		4	4	_mm_or_si128(_mm_cmpeq_epi32($$arg1,$$arg2),_mm_cmplt_epi32($$arg1,$$arg2))	sse	10		
sse_relational	instruction	ssebool	int32_t,int32_t	LE_int32_t		2	2	_mm_or_si128(_mm_cmpeq_epi32($$arg1,$$arg2),_mm_cmplt_epi32($$arg1,$$arg2))	sse	10		
relational	instruction	ssebool	int64_t,int64_t	LE_int64_t		1	1	0xFF*($$arg1 <= $$arg2)	C,universal	10		
relational	instruction	ssebool	int8_t,int8_t	LE_int8_t		1	1	0xFF*($$arg1 <= $$arg2)	C,universal	10		
sse_relational	instruction	ssebool	int8_t,int8_t	LE_int8_t		16	16	_mm_or_si128(_mm_cmpeq_epi8($$arg1,$$arg2),_mm_cmplt_epi8($$arg1,$$arg2))	sse	10		
sse_relational	instruction	ssebool	int8_t,int8_t	LE_int8_t		8	8	_mm_or_si128(_mm_cmpeq_epi8($$arg1,$$arg2),_mm_cmplt_epi8($$arg1,$$arg2))	sse	10		
sse_relational	instruction	ssebool	int8_t,int8_t	LE_int8_t		4	4	_mm_or_si128(_mm_cmpeq_epi8($$arg1,$$arg2),_mm_cmplt_epi8($$arg1,$$arg2))	sse	10		
sse_relational	instruction	ssebool	int8_t,int8_t	LE_int8_t		2	2	_mm_or_si128(_mm_cmpeq_epi8($$arg1,$$arg2),_mm_cmplt_epi8($$arg1,$$arg2))	sse	10		
logical	instruction	ssebool	ssebool,ssebool	LE_ssebool		1	1	0xFF*($$arg1 <= $$arg2)	C,universal	10		
sse_logical	instruction	ssebool	ssebool,ssebool	LE_ssebool		2	2	_mm_or_si128($$arg2,_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),_mm_xor_si128($$arg1,$$arg2)))	sse,universal	5		
sse_logical	instruction	ssebool	ssebool,ssebool	LE_ssebool		4	4	_mm_or_si128($$arg2,_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),_mm_xor_si128($$arg1,$$arg2)))	sse,universal	5		
sse_logical	instruction	ssebool	ssebool,ssebool	LE_ssebool		8	8	_mm_or_si128($$arg2,_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),_mm_xor_si128($$arg1,$$arg2)))	sse,universal	5		
sse_logical	instruction	ssebool	ssebool,ssebool	LE_ssebool		16	16	_mm_or_si128($$arg2,_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),_mm_xor_si128($$arg1,$$arg2)))	sse,universal	5		
relational	instruction	ssebool	uint16_t,uint16_t	LE_uint16_t		1	1	0xFF*($$arg1 <= $$arg2)	C,universal	10		
sse_relational	instruction	ssebool	uint16_t,uint16_t	LE_uint16_t		8	8	_mm_or_si128(_mm_cmpeq_epi16($$arg1,$$arg2),_mm_cmplt_epi16($$arg1,$$arg2))	sse	10		
sse_relational	instruction	ssebool	uint16_t,uint16_t	LE_uint16_t		4	4	_mm_or_si128(_mm_cmpeq_epi16($$arg1,$$arg2),_mm_cmplt_epi16($$arg1,$$arg2))	sse	10		
sse_relational	instruction	ssebool	uint16_t,uint16_t	LE_uint16_t		2	2	_mm_or_si128(_mm_cmpeq_epi16($$arg1,$$arg2),_mm_cmplt_epi16($$arg1,$$arg2))	sse	10		
relational	instruction	ssebool	uint32_t,uint32_t	LE_uint32_t		1	1	0xFF*($$arg1 <= $$arg2)	C,universal	10		
sse_relational	instruction	ssebool	uint32_t,uint32_t	LE_uint32_t		4	4	_mm_or_si128(_mm_cmpeq_epi32($$arg1,$$arg2),_mm_cmplt_epi32($$arg1,$$arg2))	sse	10		
sse_relational	instruction	ssebool	uint32_t,uint32_t	LE_uint32_t		2	2	_mm_or_si128(_mm_cmpeq_epi32($$arg1,$$arg2),_mm_cmplt_epi32($$arg1,$$arg2))	sse	10		
relational	instruction	ssebool	uint64_t,uint64_t	LE_uint64_t		1	1	0xFF*($$arg1 <= $$arg2)	C,universal	10		
relational	instruction	ssebool	uint8_t,uint8_t	LE_uint8_t		1	1	0xFF*($$arg1 <= $$arg2)	C,universal	10		
sse_relational	instruction	ssebool	uint8_t,uint8_t	LE_uint8_t		16	16	_mm_or_si128(_mm_cmpeq_epi8($$arg1,$$arg2),_mm_cmplt_epi8($$arg1,$$arg2))	sse	10		
sse_relational	instruction	ssebool	uint8_t,uint8_t	LE_uint8_t		8	8	_mm_or_si128(_mm_cmpeq_epi8($$arg1,$$arg2),_mm_cmplt_epi8($$arg1,$$arg2))	sse	10		
sse_relational	instruction	ssebool	uint8_t,uint8_t	LE_uint8_t		4	4	_mm_or_si128(_mm_cmpeq_epi8($$arg1,$$arg2),_mm_cmplt_epi8($$arg1,$$arg2))	sse	10		
sse_relational	instruction	ssebool	uint8_t,uint8_t	LE_uint8_t		2	2	_mm_or_si128(_mm_cmpeq_epi8($$arg1,$$arg2),_mm_cmplt_epi8($$arg1,$$arg2))	sse	10		
arithmetic_bin	instruction	int16_t	int16_t,int16_t	LSF_int16_t		1	1	$$arg1 << $$arg2	C,universal	10		
arithmetic_bin	instruction	int32_t	int32_t,int32_t	LSF_int32_t		1	1	$$arg1 << $$arg2	C,universal	10		
arithmetic_bin	instruction	int64_t	int64_t,int64_t	LSF_int64_t		1	1	$$arg1 << $$arg2	C,universal	10		
arithmetic_bin	instruction	int8_t	int8_t,int8_t	LSF_int8_t		1	1	$$arg1 << $$arg2	C,universal	10		
arithmetic_bin	instruction	uint16_t	uint16_t,uint16_t	LSF_uint16_t		1	1	$$arg1 << $$arg2	C,universal	10		
arithmetic_bin	instruction	uint32_t	uint32_t,uint32_t	LSF_uint32_t		1	1	$$arg1 << $$arg2	C,universal	10		
arithmetic_bin	instruction	uint64_t	uint64_t,uint64_t	LSF_uint64_t		1	1	$$arg1 << $$arg2	C,universal	10		
arithmetic_bin	instruction	uint8_t	uint8_t,uint8_t	LSF_uint8_t		1	1	$$arg1 << $$arg2	C,universal	10		
logical	instruction	bool	bool,bool	LT_bool		1	1	$$arg1 < $$arg2	C,universal	10		
sse_logical	instruction	bool	bool,bool	LT_bool		2	2	(~$$arg1) & $$arg2	C,universal	5		
sse_logical	instruction	bool	bool,bool	LT_bool		4	4	(~$$arg1) & $$arg2	C,universal	5		
sse_logical	instruction	bool	bool,bool	LT_bool		8	8	(~$$arg1) & $$arg2	C,universal	5		
sse_logical	instruction	bool	bool,bool	LT_bool		16	16	(~$$arg1) & $$arg2	C,universal	5		
sse_logical	instruction	bool	bool,bool	LT_bool		32	32	(~$$arg1) & $$arg2	C,universal	5		
sse_logical	instruction	bool	bool,bool	LT_bool		64	64	_mm_and_si128($$arg2,_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),$$arg1))	sse,universal	5		
sse_logical	instruction	bool	bool,bool	LT_bool		128	128	_mm_and_si128($$arg2,_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),$$arg1))	sse,universal	5		
relational	instruction	ssebool	double,double	LT_double		1	1	0xFF*($$arg1 < $$arg2)	C,universal	10		
sse_relational	instruction	ssebool	double,double	LT_double		2	2	(__m128i)_mm_cmplt_pd($$arg1,$$arg2)	sse,universal	10		
relational	instruction	ssebool	float,float	LT_float		1	1	0xFF*($$arg1 < $$arg2)	C,universal	10		
sse_relational	instruction	ssebool	float,float	LT_float		4	4	(__m128i)_mm_cmplt_ps($$arg1,$$arg2)	sse,universal	10		
sse_relational	instruction	ssebool	float,float	LT_float		2	2	(__m128i)_mm_cmplt_ps($$arg1,$$arg2)	sse,universal	10		
relational	instruction	ssebool	int16_t,int16_t	LT_int16_t		1	1	0xFF*($$arg1 < $$arg2)	C,universal	10		
sse_relational	instruction	ssebool	int16_t,int16_t	LT_int16_t		8	8	_mm_cmplt_epi16($$arg1,$$arg2)	sse	10		
sse_relational	instruction	ssebool	int16_t,int16_t	LT_int16_t		4	4	_mm_cmplt_epi16($$arg1,$$arg2)	sse	10		
sse_relational	instruction	ssebool	int16_t,int16_t	LT_int16_t		2	2	_mm_cmplt_epi16($$arg1,$$arg2)	sse	10		
relational	instruction	ssebool	int32_t,int32_t	LT_int32_t		1	1	0xFF*($$arg1 < $$arg2)	C,universal	10		
sse_relational	instruction	ssebool	int32_t,int32_t	LT_int32_t		4	4	_mm_cmplt_epi32($$arg1,$$arg2)	sse	10		
sse_relational	instruction	ssebool	int32_t,int32_t	LT_int32_t		2	2	_mm_cmplt_epi32($$arg1,$$arg2)	sse	10		
relational	instruction	ssebool	int64_t,int64_t	LT_int64_t		1	1	0xFF*($$arg1 < $$arg2)	C,universal	10		
relational	instruction	ssebool	int8_t,int8_t	LT_int8_t		1	1	0xFF*($$arg1 < $$arg2)	C,universal	10		
sse_relational	instruction	ssebool	int8_t,int8_t	LT_int8_t		16	16	_mm_cmplt_epi8($$arg1,$$arg2)	sse	10		
sse_relational	instruction	ssebool	int8_t,int8_t	LT_int8_t		8	8	_mm_cmplt_epi8($$arg1,$$arg2)	sse	10		
sse_relational	instruction	ssebool	int8_t,int8_t	LT_int8_t		4	4	_mm_cmplt_epi8($$arg1,$$arg2)	sse	10		
sse_relational	instruction	ssebool	int8_t,int8_t	LT_int8_t		2	2	_mm_cmplt_epi8($$arg1,$$arg2)	sse	10		
logical	instruction	ssebool	ssebool,ssebool	LT_ssebool		1	1	0xFF*($$arg1 < $$arg2)	C,universal	10		
sse_logical	instruction	ssebool	ssebool,ssebool	LT_ssebool		2	2	_mm_and_si128($$arg2,_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),$$arg1))	sse,universal	5		
sse_logical	instruction	ssebool	ssebool,ssebool	LT_ssebool		4	4	_mm_and_si128($$arg2,_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),$$arg1))	sse,universal	5		
sse_logical	instruction	ssebool	ssebool,ssebool	LT_ssebool		8	8	_mm_and_si128($$arg2,_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),$$arg1))	sse,universal	5		
sse_logical	instruction	ssebool	ssebool,ssebool	LT_ssebool		16	16	_mm_and_si128($$arg2,_mm_xor_si128(_mm_set1_epi32(0xFFFFFFFF),$$arg1))	sse,universal	5		
relational	instruction	ssebool	uint16_t,uint16_t	LT_uint16_t		1	1	0xFF*($$arg1 < $$arg2)	C,universal	10		
sse_relational	instruction	ssebool	uint16_t,uint16_t	LT_uint16_t		8	8	_mm_cmplt_epi16($$arg1,$$arg2)	sse	10		
sse_relational	instruction	ssebool	uint16_t,uint16_t	LT_uint16_t		4	4	_mm_cmplt_epi16($$arg1,$$arg2)	sse	10		
sse_relational	instruction	ssebool	uint16_t,uint16_t	LT_uint16_t		2	2	_mm_cmplt_epi16($$arg1,$$arg2)	sse	10		
relational	instruction	ssebool	uint32_t,uint32_t	LT_uint32_t		1	1	0xFF*($$arg1 < $$arg2)	C,universal	10		
sse_relational	instruction	ssebool	uint32_t,uint32_t	LT_uint32_t		4	4	_mm_cmplt_epi32($$arg1,$$arg2)	sse	10		
sse_relational	instruction	ssebool	uint32_t,uint32_t	LT_uint32_t		2	2	_mm_cmplt_epi32($$arg1,$$arg2)	sse	10		
relational	instruction	ssebool	uint64_t,uint64_t	LT_uint64_t		1	1	0xFF*($$arg1 < $$arg2)	C,universal	10		
relational	instruction	ssebool	uint8_t,uint8_t	LT_uint8_t		1	1	0xFF*($$arg1 < $$arg2)	C,universal	10		
sse_relational	instruction	ssebool	uint8_t,uint8_t	LT_uint8_t		16	16	_mm_cmplt_epi8($$arg1,$$arg2)	sse	10		
sse_relational	instruction	ssebool	uint8_t,uint8_t	LT_uint8_t		8	8	_mm_cmplt_epi8($$arg1,$$arg2)	sse	10		
sse_relational	instruction	ssebool	uint8_t,uint8_t	LT_uint8_t		4	4	_mm_cmplt_epi8($$arg1,$$arg2)	sse	10		
sse_relational	instruction	ssebool	uint8_t,uint8_t	LT_uint8_t		2	2	_mm_cmplt_epi8($$arg1,$$arg2)	sse	10		
arithetic_std	instruction	int16_t	int16_t,int16_t	MOD_int16_t		1	1	$$arg1 % $$arg2	C,universal	10		
arithetic_std	instruction	int32_t	int32_t,int32_t	MOD_int32_t		1	1	$$arg1 % $$arg2	C,universal	10		
arithetic_std	instruction	int64_t	int64_t,int64_t	MOD_int64_t		1	1	$$arg1 % $$arg2	C,universal	10		
arithetic_std	instruction	int8_t	int8_t,int8_t	MOD_int8_t		1	1	$$arg1 % $$arg2	C,universal	10		
arithetic_std	instruction	uint16_t	uint16_t,uint16_t	MOD_uint16_t		1	1	$$arg1 % $$arg2	C,universal	10		
arithetic_std	instruction	uint32_t	uint32_t,uint32_t	MOD_uint32_t		1	1	$$arg1 % $$arg2	C,universal	10		
arithetic_std	instruction	uint64_t	uint64_t,uint64_t	MOD_uint64_t		1	1	$$arg1 % $$arg2	C,universal	10		
arithetic_std	instruction	uint8_t	uint8_t,uint8_t	MOD_uint8_t		1	1	$$arg1 % $$arg2	C,universal	10		
arithetic_std	instruction	double	double,double	MUL_double		1	1	$$arg1 * $$arg2	C,universal	10		
sse_arithetic_std	instruction	double	double,double	MUL_double		2	2	_mm_mul_pd($$arg1,$$arg2)	sse,universal	10		
arithetic_std	instruction	float	float,float	MUL_float		1	1	$$arg1 * $$arg2	C,universal	10		
sse_arithetic_std	instruction	float	float,float	MUL_float		4	4	_mm_mul_ps($$arg1,$$arg2)	sse,universal	10		
sse_arithetic_std	instruction	float	float,float	MUL_float		2	2	_mm_mul_ps($$arg1,$$arg2)	sse,universal	10		
arithetic_std	instruction	int16_t	int16_t,int16_t	MUL_int16_t		1	1	$$arg1 * $$arg2	C,universal	10		
sse_arithetic_std	instruction	int16_t	int16_t,int16_t	MUL_int16_t		2	2	_mm_mul_epi32($$arg1,$$arg2)	sse	10		
sse_arithetic_std	instruction	int16_t	int16_t,int16_t	MUL_int16_t		2	2	_mm_shuffle_epi32(_mm_mul_epi16($$arg1, $$arg2), _MM_SHUFFLE (0,0,2,0))	sse	5		
sse_arithetic_std	instruction	int16_t	int16_t,int16_t	MUL_int16_t		4	4	_mm_mullo_epi16($$arg1,$$arg2)	sse	5		
arithetic_std	instruction	int32_t	int32_t,int32_t	MUL_int32_t		1	1	$$arg1 * $$arg2	C,universal	10		
sse_arithetic_std	instruction	int32_t	int32_t,int32_t	MUL_int32_t		2	2	_mm_mul_epi32($$arg1,$$arg2)	sse	10		
sse_arithetic_std	instruction	int32_t	int32_t,int32_t	MUL_int32_t		2	2	_mm_shuffle_epi32(_mm_mul_epi32($$arg1, $$arg2), _MM_SHUFFLE (0,0,2,0))	sse	5		
arithetic_std	instruction	int64_t	int64_t,int64_t	MUL_int64_t		1	1	$$arg1 * $$arg2	C,universal	10		
arithetic_std	instruction	int8_t	int8_t,int8_t	MUL_int8_t		1	1	$$arg1 * $$arg2	C,universal	10		
sse_arithetic_std	instruction	int8_t	int8_t,int8_t	MUL_int8_t		2	2	_mm_mul_epi32($$arg1,$$arg2)	sse	10		
sse_arithetic_std	instruction	int8_t	int8_t,int8_t	MUL_int8_t		2	2	_mm_shuffle_epi32(_mm_mul_epi8($$arg1, $$arg2), _MM_SHUFFLE (0,0,2,0))	sse	5		
arithetic_std	instruction	uint16_t	uint16_t,uint16_t	MUL_uint16_t		1	1	$$arg1 * $$arg2	C,universal	10		
sse_arithetic_std	instruction	uint16_t	uint16_t,uint16_t	MUL_uint16_t		2	2	_mm_mul_epu32($$arg1,$$arg2)	sse	10		
arithetic_std	instruction	uint32_t	uint32_t,uint32_t	MUL_uint32_t		1	1	$$arg1 * $$arg2	C,universal	10		
sse_arithetic_std	instruction	uint32_t	uint32_t,uint32_t	MUL_uint32_t		2	2	_mm_mul_epu32($$arg1,$$arg2)	sse	10		
arithetic_std	instruction	uint64_t	uint64_t,uint64_t	MUL_uint64_t		1	1	$$arg1 * $$arg2	C,universal	10		
